R,C1,C2,P1,P2
0.690527014,0.494255006,0.668679766,0.872986078,0.019281934
0.834322985,0.128501067,0.911039933,0.940158638,0.025186118
0.812012208,0.023466896,1.275109712,0.674664115,0.035490506
0.629979891,0.00769741,1.704882505,0.426586608,0.053409049
0.322838014,0.003927863,1.963257359,0.263221703,0.083783734
0.071037551,0.001847099,1.497865017,0.161059848,0.13053876
0.071949458,0.000781941,0.810432501,0.098044945,0.184915957
0.546366199,0.000609014,0.578289993,0.059573435,0.231101035
1.00716,0.000987418,0.653688299,0.036212574,0.284220039
0.998301401,0.00180553,0.748658836,0.022053454,0.362321481
0.975526767,0.003395814,0.804204964,0.013480222,0.474044234
0.973664616,0.006495548,0.780616841,0.008298734,0.623931721
1.005993281,0.012650508,0.644072202,0.005180002,0.800656869
1.069304189,0.025234012,0.405862059,0.003322256,0.94935955
1.130190872,0.051583255,0.175391161,0.002247403,0.961410996
1.151786198,0.107011507,0.061015892,0.001681001,0.810062863
1.132183041,0.222375521,0.024811837,0.001491645,0.614480738
1.0676189,0.457285384,0.013547857,0.001690481,0.448659918
0.918141878,0.911354914,0.009490844,0.002526545,0.323245895
0.566971291,1.644237634,0.007584376,0.00478297,0.231648214
0.033952872,1.7100434,0.004557427,0.010202417,0.165306309
0.00262934,0.838278568,0.00168973,0.019149002,0.117158348
0.010156553,0.392593564,0.000667123,0.027282111,0.082732936
0.237189312,0.239344049,0.000351498,0.029751489,0.058349153
1.034760889,0.379794583,0.000416307,0.032365431,0.041143581
0.983033485,0.723294657,0.00058566,0.044524664,0.029019014
0.751015156,1.298213871,0.00080523,0.077665878,0.020475602
0.268289012,1.832880421,0.000943553,0.159271748,0.014453405
0.015791849,1.04226344,0.00058819,0.320525976,0.010200343
0.054752441,0.304807368,0.000302198,0.459770845,0.007193381
0.896222213,0.121584299,0.000289134,0.425218724,0.00507127
1.167815931,0.090850081,0.000439815,0.33911549,0.003575819
1.173935058,0.084599686,0.000681562,0.260213307,0.002522349
1.171573445,0.09547675,0.001058299,0.200803738,0.001780338
1.163548036,0.124888075,0.001643624,0.161914739,0.001257812
1.147695078,0.18040421,0.002548704,0.141943105,0.000889962
1.119501316,0.275497522,0.003936368,0.140986061,0.000631122
1.071843045,0.427036078,0.006031598,0.164060491,0.000449105
0.996446978,0.642305119,0.009109925,0.225952605,0.000321208
0.893521753,0.879705945,0.013430161,0.35956317,0.000231395
0.806713876,0.981079568,0.019175924,0.622277136,0.00016831
0.873224664,0.694386933,0.027150538,1.04349171,0.000123979
1.102522334,0.150185291,0.040478545,1.261985252,9.31E-05
1.178081101,0.013381907,0.062860716,0.891718561,7.20E-05
1.176850742,0.002985108,0.098136338,0.551728843,5.83E-05
1.165080418,0.001563971,0.152974611,0.336783847,5.02E-05
1.145505417,0.00140227,0.237686587,0.205154708,4.68E-05
1.114338287,0.001739538,0.367329312,0.125011926,4.81E-05
1.064737239,0.002610791,0.562617077,0.076318924,5.50E-05
0.985208645,0.0043445,0.848503266,0.046778983,6.98E-05
0.855830673,0.007515398,1.243740043,0.02888948,9.74E-05
0.640268487,0.012624602,1.717700155,0.018071408,0.000146366
0.288704201,0.017774085,2.01523214,0.011497283,0.000230358
0.038636089,0.013916696,1.459085645,0.00734395,0.000359142
0.033168043,0.007567161,0.782510465,0.004601471,0.000504826
0.281748529,0.005568733,0.531577624,0.002844973,0.000622493
0.955612485,0.009277387,0.691866349,0.001763551,0.000758649
0.923698856,0.018203474,1.024229591,0.001114474,0.001010289
0.756072659,0.034211611,1.462861712,0.000730331,0.001464032
0.467248575,0.056943874,1.894064499,0.000505793,0.002255909
0.098355264,0.063172963,1.771035433,0.000367427,0.003555371
0.022801179,0.037362843,0.999581433,0.000257974,0.005254428
0.088115016,0.021912175,0.558812799,0.000170442,0.006768207
0.752814579,0.026055561,0.548616888,0.000110581,0.007995171
0.972268882,0.050737292,0.798875747,7.48E-05,0.010029361
0.846993871,0.098385644,1.158951377,5.55E-05,0.013784982
0.612443553,0.176052205,1.574926652,4.72E-05,0.020399053
0.226054218,0.246062188,1.751614884,4.64E-05,0.031520704
0.02609759,0.174524954,1.122134292,4.59E-05,0.04732681
0.03800135,0.094982721,0.568248751,3.87E-05,0.062175168
0.420567663,0.079632766,0.39531538,2.93E-05,0.070729948
0.996444427,0.145008685,0.507030778,2.35E-05,0.080086048
0.925661663,0.287130515,0.695004779,2.27E-05,0.097937803
0.734287936,0.539183653,0.907824438,2.80E-05,0.128824784
0.373583783,0.86275408,1.026477907,4.31E-05,0.17796978
0.038046887,0.757621243,0.683011859,7.22E-05,0.240466988
0.023223813,0.406649461,0.268935315,0.000101753,0.272132873
0.232604968,0.278407074,0.114753878,0.000115058,0.248509128
0.961690318,0.453785379,0.099457214,0.000133184,0.208048728
0.888510815,0.892231211,0.10672035,0.000197823,0.174291045
0.533762372,1.588430418,0.111622963,0.000371253,0.147507762
0.030214238,1.59047905,0.076497797,0.000780579,0.123074567
0.003062447,0.788769012,0.030738196,0.001431861,0.095136064
0.012774272,0.384213502,0.012704596,0.002004864,0.069734655
0.277493588,0.259790248,0.007125722,0.002203944,0.050037444
1.020428513,0.447023157,0.008728847,0.002517781,0.035798261
0.924857814,0.887688408,0.012285552,0.003725517,0.025751355
0.585305553,1.609114482,0.016359095,0.006995552,0.018666375
0.040747219,1.733566746,0.014565594,0.014891773,0.013588384
0.002760938,0.85112501,0.007046762,0.028108088,0.009775783
0.010121824,0.392162578,0.003345407,0.040175001,0.006957035
0.238677154,0.232509972,0.002007605,0.043581824,0.004926733
1.041455651,0.359263706,0.002611781,0.046674911,0.003486927
0.999555907,0.667919748,0.003929122,0.062504395,0.002472951
0.800302469,1.178946871,0.0057089,0.105586392,0.001759304
0.397894761,1.72882204,0.007330059,0.210888554,0.001256136
0.041606701,1.203338424,0.005720307,0.431486033,0.000897415
0.098040882,0.327863699,0.003262951,0.64985957,0.000637848
1.014955812,0.097912353,0.00360507,0.595278291,0.00045234
1.180820868,0.047588445,0.005578122,0.436574972,0.000321624
1.187236798,0.034124965,0.008715461,0.297404178,0.000229828
1.186731769,0.034512885,0.013625598,0.199411879,0.000165511
1.182558687,0.044547193,0.021294196,0.135645073,0.000120616
1.173748708,0.067405272,0.033238261,0.096278475,8.95E-05
1.157117031,0.112463733,0.051751958,0.074045725,6.82E-05
1.126138094,0.198081327,0.08018647,0.064942866,5.40E-05
1.06814454,0.355909221,0.123059229,0.068697167,4.50E-05
0.958809881,0.630171922,0.185148998,0.090832007,4.02E-05
0.752230093,1.041747145,0.266188143,0.148491875,3.88E-05
0.383481003,1.392843963,0.335824988,0.281473174,4.01E-05
0.079617303,0.917725636,0.279179866,0.532583023,4.21E-05
0.248051477,0.24472779,0.194631333,0.716927947,4.07E-05
1.048249116,0.074109908,0.25311088,0.610153533,3.89E-05
1.095300835,0.033800638,0.387715459,0.427204355,4.05E-05
1.048649623,0.023910881,0.591527404,0.281696342,4.69E-05
0.965324229,0.023791162,0.888056609,0.183448774,6.02E-05
0.826919327,0.029096978,1.292183269,0.120416107,8.48E-05
0.594429358,0.038279495,1.756889283,0.080734678,0.000128184
0.228254946,0.043481404,1.962505042,0.055426714,0.000201863
0.031482202,0.027619866,1.311064345,0.037508317,0.000310637
0.042997134,0.014016548,0.706724707,0.024181736,0.000426111
0.411690453,0.011211636,0.533786036,0.015207983,0.000517635
0.971087921,0.019435768,0.735177906,0.009648567,0.000637927
0.89753037,0.037235767,1.084621438,0.006357436,0.000861559
0.707387288,0.067972601,1.529091497,0.004473805,0.001261937
0.380066065,0.10661258,1.901569614,0.003443029,0.001954501
0.054585533,0.099018775,1.551104461,0.002786408,0.00305065
0.023203097,0.054563687,0.831277393,0.002083221,0.00435219
0.146033789,0.03426956,0.492961782,0.001430101,0.005380313
0.88641516,0.048586703,0.559312893,0.000971838,0.006288685
0.954881,0.095594589,0.824004955,0.000715598,0.007945382
0.800146227,0.182770076,1.18545653,0.000608812,0.010989677
0.512853191,0.313583736,1.562035271,0.000623884,0.016298101
0.102561032,0.363434648,1.499678824,0.000737891,0.024898582
0.01625138,0.21019244,0.818154729,0.000800978,0.035452765
0.056874713,0.115094936,0.41948763,0.000708783,0.04307392
0.653731789,0.119019686,0.352167136,0.000570019,0.046363318
0.996457404,0.229602195,0.48633484,0.000514172,0.051623094
0.870573413,0.449239741,0.679787891,0.000584681,0.062643547
0.594824825,0.805868947,0.883496738,0.000852953,0.081985968
0.123224611,1.018692633,0.857028665,0.001479971,0.111292032
0.010534917,0.585212733,0.422889938,0.002401541,0.137707034
0.030075109,0.300036467,0.178041868,0.003014426,0.139311905
0.468025131,0.250914463,0.108140837,0.00312551,0.121102651
1.007046137,0.464447287,0.127353723,0.003601479,0.103181628
0.866646424,0.907415161,0.161617214,0.005395217,0.091211425
0.487514179,1.573774508,0.190697714,0.010147898,0.083898082
0.023518965,1.447080101,0.137136461,0.02104274,0.076924962
0.00394132,0.693366905,0.059532116,0.037135813,0.063536011
0.024455428,0.321791538,0.026463263,0.048935106,0.04829206
0.526378643,0.246203546,0.018463178,0.05107787,0.035420958
1.054077982,0.424724742,0.025182748,0.057698406,0.026014726
0.953683631,0.771281765,0.036257765,0.08224233,0.019428333
0.717892832,1.297022151,0.050194677,0.145224511,0.014837311
0.284957803,1.675782637,0.058992475,0.294086225,0.011577965
0.046979628,0.89768125,0.040958578,0.571561202,0.008973954
0.337282928,0.213000094,0.027986836,0.741058412,0.006726571
1.137655802,0.06558183,0.038578359,0.610783201,0.005038359
1.17574679,0.030379227,0.059589898,0.421415046,0.003881644
1.172173759,0.022393002,0.092389972,0.276003953,0.003120491
1.160615401,0.023656111,0.14321519,0.179291996,0.002660517
1.140223026,0.031706743,0.221471827,0.118030615,0.002449304
1.106374848,0.049226032,0.340716928,0.080452108,0.002475061
1.050314543,0.083035674,0.519084685,0.058529157,0.002773957
0.956066562,0.144957829,0.776528199,0.047416597,0.003449604
0.79328005,0.249510572,1.119570428,0.044817451,0.004708642
0.502786254,0.388941211,1.47467728,0.050544828,0.006903547
0.102179011,0.404871375,1.412074797,0.063739565,0.010430458
0.019966373,0.207064758,0.786779976,0.070500452,0.014688004
0.08209821,0.100956148,0.428526945,0.061073533,0.017778272
0.764425077,0.103009702,0.4123603,0.047646598,0.019578812
0.986587521,0.180797259,0.594885893,0.040708705,0.02283257
0.859171473,0.323064734,0.855100366,0.041690984,0.029232735
0.61164637,0.535741487,1.149000631,0.052525685,0.040507969
0.199614659,0.670523631,1.236073843,0.077500233,0.05875464
0.024781286,0.392387157,0.741577883,0.108219445,0.08139685
0.062835044,0.174340369,0.369129516,0.113803727,0.096212881
0.69058389,0.143136477,0.296326213,0.098777478,0.099865629
1.024663769,0.22399765,0.384910116,0.091075945,0.105746646
0.947937419,0.369267884,0.510014552,0.099189943,0.120097549
0.802706542,0.586945542,0.651455438,0.130400788,0.145887658
0.573279811,0.828643229,0.7632367,0.201893201,0.186638631
0.293995286,0.861690256,0.729556941,0.339276546,0.242946648
0.238253936,0.513294658,0.51684269,0.521774225,0.300754647
0.767868837,0.243835925,0.416174117,0.614144638,0.342749205
1.034011219,0.114783383,0.409722703,0.559002037,0.382020541
1.071548607,0.060202358,0.396079615,0.425204764,0.423816769
1.088566331,0.043398328,0.362853427,0.298139013,0.463264855
1.103180533,0.04289014,0.311582931,0.204757443,0.491694608
1.116589934,0.053684409,0.251132625,0.142584444,0.499337646
1.125185647,0.07882829,0.193847795,0.103858525,0.480492339
1.123702655,0.128029615,0.148914225,0.082317868,0.438024599
1.105517799,0.220149582,0.118753623,0.074699026,0.381828095
1.059921755,0.386897957,0.101038776,0.08178416,0.322656486
0.967084461,0.670693473,0.092047724,0.111309141,0.267736907
0.792496778,1.088739337,0.087726988,0.185585139,0.220160751
0.498794598,1.473990326,0.081753623,0.356845162,0.179867547
0.224133002,1.208150629,0.063693323,0.706347274,0.144442809
0.564437688,0.429715506,0.049738061,1.127758296,0.112458743
1.139274354,0.057138577,0.060466581,1.051490869,0.087459203
1.177077282,0.008568707,0.081958895,0.685268669,0.06984519
1.172638697,0.003214702,0.114784755,0.422319237,0.058047406
1.161723774,0.002332126,0.164029459,0.25824484,0.050909066
1.144521305,0.002547516,0.237213934,0.15778448,0.047821328
1.11826438,0.00356262,0.344732888,0.096589057,0.04876543
1.07840065,0.005758875,0.499939976,0.059417886,0.054468069
1.017970671,0.010072844,0.717587505,0.036912749,0.066744802
0.926495665,0.01819449,1.00764347,0.023360127,0.089136449
0.788651756,0.032569107,1.357367307,0.015274546,0.127953136
0.585387708,0.054729415,1.685714566,0.010513353,0.193619185
0.322544971,0.077497388,1.753717247,0.007698789,0.300605016
0.158771767,0.078920921,1.289269772,0.005828215,0.456331819
0.357779202,0.078632299,0.769156323,0.004368704,0.630839604
0.927347961,0.131754281,0.534213297,0.003453219,0.785317234
1.021234477,0.260450837,0.31540613,0.003233612,0.880470852
0.998733972,0.5198496,0.137350489,0.003868894,0.842159625
0.855632452,1.010419603,0.053460569,0.006047815,0.690558522
0.468351344,1.738273119,0.022745112,0.011764581,0.520548093
0.018318461,1.523723811,0.007371249,0.02492851,0.37736367
0.003464821,0.720166344,0.001880709,0.044662907,0.268027026
0.023634201,0.328413001,0.000584785,0.059561059,0.18926978
0.53591996,0.245840377,0.000320192,0.062362895,0.133469232
1.063832062,0.416143728,0.000370051,0.070158868,0.094107076
0.973576396,0.741847741,0.000475201,0.098830898,0.066364452
0.767537886,1.232398152,0.000612962,0.171696933,0.04681199
0.40046031,1.650807559,0.00072046,0.343253598,0.033029046
0.105894694,1.101304571,0.000590397,0.686244349,0.023304481
0.479772649,0.282641253,0.000466369,0.988018203,0.016437103
1.160713974,0.049910279,0.000657898,0.832401358,0.011594437
1.194498497,0.013123925,0.001008263,0.545975086,0.008183048
1.197322542,0.00705059,0.001557847,0.340871594,0.005780553
1.197565411,0.006338406,0.002417504,0.210967071,0.00408913
1.196928063,0.007897643,0.003762255,0.130761764,0.002898938
1.19539403,0.012037066,0.005865742,0.081742577,0.002062144
1.192368354,0.020745908,0.009154368,0.052067664,0.001474625
1.186509302,0.038499525,0.014288811,0.034422052,0.001063069
1.175041738,0.074579569,0.022280933,0.024411364,0.000775911
1.152244399,0.147701121,0.034642046,0.019591057,0.000576943
1.106171176,0.294153304,0.053498585,0.019074482,0.000440828
1.011175598,0.57815611,0.081358162,0.023873459,0.000349903
0.808861229,1.082386444,0.119038191,0.038619662,0.000291712
0.365247308,1.700490773,0.152438448,0.075914939,0.000255951
0.014932235,1.203364231,0.106696984,0.154848088,0.000224468
0.012034777,0.461172901,0.052654899,0.246155425,0.000180902
0.243109262,0.17367628,0.032052134,0.263289208,0.000137307
1.094167017,0.163391476,0.042599147,0.235176947,0.000103512
1.124305681,0.199438825,0.06571201,0.217672507,8.04E-05
1.098560106,0.25628316,0.101128579,0.217140616,6.54E-05
1.059311876,0.33325692,0.154477071,0.237744931,5.65E-05
1.005521462,0.419441124,0.233300695,0.28647402,5.27E-05
0.94148224,0.481397067,0.346817224,0.372102865,5.37E-05
0.883398621,0.46120495,0.506197352,0.494375372,6.01E-05
0.851165268,0.324880839,0.728105234,0.61043873,7.39E-05
0.820427335,0.15557854,1.038015216,0.616125771,9.91E-05
0.713630231,0.064322804,1.445838963,0.489765974,0.000143662
0.477304105,0.031674806,1.859006247,0.339120835,0.000220687
0.140556774,0.016142854,1.836042898,0.220916235,0.000347777
0.033641743,0.00605764,1.124471929,0.138415192,0.000522549
0.097917248,0.002626178,0.655092623,0.084997653,0.000695981
0.720902009,0.002529109,0.648753149,0.05193105,0.000857629
0.942847006,0.004271403,0.942055656,0.031820658,0.001120418
0.809737974,0.007551878,1.362588587,0.019650508,0.001596824
0.564873256,0.012566727,1.83182818,0.012293317,0.002435495
0.191836035,0.016136603,1.971278546,0.007806684,0.003852765
0.028284009,0.010867218,1.25310876,0.004944805,0.005900644
0.051134512,0.006030435,0.676540975,0.003076378,0.008006701
0.505845023,0.005557565,0.544241619,0.001897331,0.009684918
0.978882391,0.010284322,0.762176841,0.001178176,0.012036218
0.894037627,0.020110726,1.11357006,0.000747779,0.016375059
0.709821938,0.037194848,1.552988001,0.000493507,0.024087204
0.403149447,0.059466986,1.921646046,0.000344596,0.037383745
0.076136438,0.059747559,1.627646937,0.000250188,0.058601021
0.032820687,0.03518852,0.878802848,0.000174107,0.084625488
0.206606266,0.024331323,0.517246084,0.000114963,0.105872696
0.941459993,0.038034071,0.567875268,7.61E-05,0.12511626
0.979547139,0.075659106,0.750017916,5.40E-05,0.156609596
0.883319392,0.147697228,0.963472523,4.35E-05,0.209235072
0.735978782,0.274317954,1.159337332,4.19E-05,0.294074832
0.523746937,0.461833509,1.226853319,4.97E-05,0.424958346
0.2774633,0.630080223,0.984016872,6.97E-05,0.605750909
0.185337118,0.641129349,0.477034939,0.000104247,0.775746985
0.438647173,0.733084787,0.162161346,0.000157274,0.78965878
0.651953951,1.19922743,0.060265292,0.00026904,0.659339383
0.271117705,1.803772562,0.024205242,0.000542588,0.500482267
0.009013765,1.219466446,0.006525039,0.001111525,0.362542972
0.006109573,0.59440742,0.001701688,0.001844372,0.257275792
0.064512433,0.316153513,0.000570205,0.002333131,0.181647194
0.805651819,0.366760318,0.000406459,0.002610177,0.12810454
0.979721172,0.720808091,0.000484307,0.003555191,0.090343302
0.729547182,1.365731923,0.000597943,0.006251343,0.06372588
0.165697348,1.941363777,0.00061466,0.01306454,0.044958765
0.003826414,1.092962306,0.000313189,0.026406021,0.031707928
0.004985748,0.503368521,0.000142315,0.041621768,0.022351279
0.083320419,0.249799732,7.22E-05,0.048649014,0.015751983
0.928542924,0.29363195,7.48E-05,0.050115246,0.011100415
1.040076433,0.53874248,0.000111016,0.061715721,0.007822826
0.891696264,0.966761111,0.000162876,0.096375425,0.005513495
0.587176159,1.544217994,0.000222445,0.182556827,0.003886341
0.127849598,1.581639842,0.00022705,0.3793366,0.002739631
0.05734877,0.57505894,0.000137085,0.672810483,0.00193106
0.766444129,0.133787636,0.000122248,0.722400988,0.00136096
1.177445756,0.0466766,0.000185384,0.545522596,0.000959228
1.191411298,0.025421844,0.00028944,0.365831223,0.000676194
1.193318997,0.021604263,0.00045265,0.237826298,0.0004768
1.19256606,0.025274951,0.000708194,0.154686337,0.000336343
1.189608144,0.036412413,0.001107868,0.102717519,0.000237418
1.183249417,0.059749236,0.001731813,0.071402362,0.000167759
1.170511908,0.106003561,0.002702394,0.053990563,0.000118726
1.145199362,0.196217516,0.0042012,0.046926236,8.42E-05
1.094726785,0.368683209,0.006480198,0.049884992,6.00E-05
0.993482273,0.683629002,0.009825704,0.067491444,4.29E-05
0.788603497,1.194574403,0.014294773,0.11479588,3.10E-05
0.384285128,1.716940509,0.01826534,0.229619611,2.26E-05
0.044498909,1.154876423,0.014191514,0.466404887,1.64E-05
0.131194061,0.303570604,0.008410248,0.686371538,1.18E-05
1.060406706,0.089513656,0.009938264,0.61508547,8.48E-06
1.181114009,0.041325526,0.015427724,0.442858386,6.13E-06
1.185381613,0.029076221,0.024113314,0.297078609,4.48E-06
1.182885152,0.029348113,0.037691147,0.196381126,3.35E-06
1.175972878,0.038050834,0.058858274,0.13147085,2.58E-06
1.163103276,0.057944208,0.091729358,0.091416326,2.07E-06
1.140302396,0.097287928,0.142436016,0.068343163,1.76E-06
1.099804101,0.172227566,0.219693846,0.057669937,1.62E-06
1.026732597,0.310297261,0.334548675,0.05810264,1.63E-06
0.892072609,0.548007718,0.496197666,0.072750035,1.82E-06
0.638132597,0.88825317,0.690758601,0.112466898,2.22E-06
0.207193455,1.05781108,0.776057793,0.199208693,2.88E-06
0.03046695,0.524496926,0.495617455,0.323411224,3.59E-06
0.133232717,0.160933725,0.292860039,0.355304165,3.90E-06
0.936135596,0.098233706,0.333648454,0.291683994,4.01E-06
1.042428048,0.09890489,0.503410868,0.229416288,4.46E-06
0.968952897,0.115247161,0.755666585,0.184013533,5.51E-06
0.841435307,0.145292991,1.102602747,0.15497002,7.48E-06
0.628202139,0.183174074,1.514523741,0.139551527,1.10E-05
0.287034507,0.195919653,1.766584451,0.132504638,1.69E-05
0.046307355,0.118514115,1.300138337,0.119050411,2.57E-05
0.047060073,0.051367982,0.723000112,0.089911763,3.54E-05
0.384346931,0.034708802,0.543276267,0.061290072,4.32E-05
0.950077946,0.052815474,0.737901621,0.042036767,5.34E-05
0.874582126,0.093000073,1.082901671,0.031084158,7.21E-05
0.663320988,0.157955971,1.508739734,0.025847652,0.000105535
0.298854539,0.223435084,1.794561835,0.024500656,0.000162592
0.03343489,0.169032759,1.290934417,0.023790084,0.000248316
0.02625359,0.086100664,0.677503647,0.019765633,0.000338796
0.233404045,0.057121952,0.436277246,0.014473118,0.000400618
0.951940969,0.089277509,0.551759442,0.010640318,0.000462032
0.931530651,0.172090643,0.818586935,0.008891881,0.000582565
0.742166635,0.318040091,1.168990928,0.009017326,0.000804143
0.384073312,0.503789801,1.473483353,0.01124099,0.001185576
0.035809674,0.43711799,1.150334142,0.015263748,0.001760642
0.013965172,0.221169049,0.588265927,0.017191467,0.002333885
0.099685048,0.122702921,0.325374382,0.015404624,0.002626543
0.852471326,0.153141241,0.342984545,0.012903139,0.002735484
0.97837423,0.294538792,0.507981857,0.012623067,0.003057392
0.80754851,0.55444956,0.737311432,0.015692873,0.003769738
0.451407509,0.914775754,0.963498717,0.024522623,0.005039764
0.03710819,0.838837035,0.793077991,0.042481978,0.006878995
0.009277354,0.399019318,0.398104055,0.061120163,0.008310802
0.064080518,0.188489564,0.207058828,0.065122765,0.008459765
0.791389133,0.186291742,0.196432728,0.059320134,0.007859141
1.02590442,0.325696262,0.289520063,0.060929601,0.007681274
0.903953752,0.574406472,0.426282143,0.077731823,0.008235816
0.660423776,0.933299643,0.592002846,0.122393582,0.009669904
0.241262716,1.140090271,0.677178844,0.221214828,0.012101733
0.03805909,0.591489276,0.449944411,0.373300197,0.014688771
0.165234215,0.173383149,0.272031971,0.426053991,0.015620975
0.977088281,0.095250783,0.319214274,0.352715051,0.015842491
1.055320144,0.082846298,0.474850355,0.27132737,0.017405732
0.993657732,0.087096083,0.703477851,0.207049099,0.021138099
0.887994126,0.104287131,1.018504631,0.161980131,0.028198476
0.715743311,0.132176533,1.40718035,0.133184832,0.040683303
0.438737557,0.15811741,1.743725291,0.116067597,0.062017434
0.118275853,0.134492489,1.577067474,0.102434467,0.09600869
0.051184496,0.069315163,0.906751015,0.081055629,0.138861671
0.27262221,0.043956216,0.55461908,0.057243114,0.17585372
0.948448854,0.063131062,0.592612726,0.040199812,0.211356031
0.970721528,0.113842348,0.717449873,0.030785831,0.264625307
0.895921356,0.207315684,0.82992257,0.027259971,0.345634879
0.793567815,0.369162187,0.880478723,0.029302877,0.46306822
0.660988762,0.623404823,0.803842489,0.038990736,0.6191243
0.496342926,0.952389914,0.557824131,0.062608367,0.785882585
0.311024092,1.206701577,0.2366869,0.113803837,0.860849631
0.181620564,1.11263264,0.057491468,0.213117207,0.74485459
0.288903214,0.812318189,0.014302228,0.368916256,0.555658654
0.800053031,0.67738899,0.006747128,0.57944831,0.399014614
1.008729516,0.460928512,0.005009327,0.83174334,0.284382623
1.13110972,0.15115856,0.004703983,0.904877596,0.202312018
1.184075261,0.034245769,0.005186804,0.677282647,0.143958185
1.193784197,0.013294444,0.006353328,0.437956167,0.102602816
1.195152177,0.009376765,0.008359698,0.27468418,0.073354473
1.19448341,0.009959694,0.011564577,0.171563139,0.052708536
1.192443053,0.013702816,0.016569559,0.10785705,0.038171099
1.188497984,0.022115092,0.024326177,0.069016632,0.027974711
1.181214248,0.039316289,0.036306583,0.045775645,0.020871781
1.167654988,0.073971766,0.054745567,0.032482878,0.015987236
1.14191709,0.143403235,0.082931016,0.025949508,0.012715214
1.091977768,0.280620488,0.125373632,0.024945032,0.01064814
0.992629756,0.542302157,0.187098751,0.030548967,0.009528367
0.787998213,0.995699328,0.268685142,0.048066522,0.009207339
0.357193659,1.524393963,0.337068043,0.091672606,0.009549591
0.018852416,1.067334003,0.235920111,0.180549749,0.009864797
0.018395867,0.393665532,0.116781417,0.272426744,0.008971481
0.357467303,0.155534103,0.077043738,0.276055124,0.007377457
1.100437136,0.150629935,0.106467613,0.240828915,0.00605531
1.106755586,0.179958178,0.162404436,0.216701598,0.005274545
1.070367522,0.228574458,0.246858559,0.208377416,0.004971922
1.013083238,0.296707237,0.371442767,0.21865743,0.00514089
0.927623132,0.376020695,0.548862107,0.252140824,0.005866905
0.807668387,0.437376392,0.786274814,0.314375111,0.007360766
0.65615896,0.425276231,1.069741191,0.403217936,0.010012732
0.495941393,0.301927076,1.342829001,0.483203,0.014460013
0.357552779,0.143072954,1.510351646,0.475367409,0.021636266
0.256702406,0.054597591,1.493074837,0.368971181,0.032711984
0.237588818,0.023608168,1.339216887,0.249179607,0.048817586
0.36797546,0.014937173,1.27159841,0.15984469,0.071461801
0.55088374,0.014804498,1.425654975,0.101378818,0.105304569
0.515753498,0.018292827,1.668545879,0.064674901,0.159768679
0.338763265,0.022161327,1.738938333,0.041753888,0.247397825
0.212617138,0.022510537,1.417703715,0.027140791,0.377923388
0.3805115,0.023500121,1.009815618,0.017628584,0.544077735
0.849291852,0.037274144,0.819662215,0.011668846,0.7369601
0.989518285,0.070698661,0.594489556,0.008222588,0.943165691
1.062275386,0.139740495,0.296462143,0.006516228,1.067391561
1.087208126,0.282208638,0.095129183,0.006242984,0.980956283
1.025332446,0.568378918,0.029214014,0.007722915,0.763594321
0.841379293,1.100633304,0.011906044,0.012485541,0.558170426
0.401154529,1.830222304,0.006029413,0.024851385,0.400085455
0.011627709,1.403844637,0.002163936,0.052401406,0.284181039
0.004174794,0.630338714,0.000643279,0.090399969,0.200738484
0.045655322,0.269636536,0.00023049,0.112846126,0.141553816
0.805113085,0.228643548,0.000166607,0.112316994,0.09977554
1.088669165,0.364310547,0.00021168,0.122055505,0.070328616
1.020801274,0.590820036,0.000285285,0.160037375,0.049578429
0.90064235,0.902649479,0.000388599,0.251448967,0.034956762
0.737220495,1.190142969,0.000518225,0.45119766,0.024653182
0.642184313,1.139387239,0.000662108,0.848432663,0.017391436
0.895572067,0.513895472,0.000878442,1.404162436,0.012272878
1.17037712,0.03558875,0.001307278,1.305293824,0.008666293
1.197937511,0.002797143,0.002015795,0.82064882,0.00612652
1.199021095,0.000748238,0.003127087,0.499906072,0.004338877
1.19878159,0.000449493,0.004866093,0.303673169,0.003081491
1.198195567,0.000442707,0.007587883,0.184395925,0.002198062
1.197220174,0.000588672,0.0118482,0.111993708,0.00157853
1.195654731,0.000938957,0.018515607,0.068071828,0.001145455
1.193149896,0.001671891,0.028944996,0.041443937,0.00084445
1.189124171,0.00318072,0.045243393,0.025318471,0.000637493
1.182603415,0.006293713,0.070670668,0.015575727,0.000498291
1.171928553,0.012735544,0.110225819,0.009719504,0.000409174
1.154211579,0.026060831,0.171454034,0.006241367,0.000359163
1.124286306,0.053469699,0.265402771,0.004237868,0.000343095
1.072584164,0.109060239,0.407229186,0.003186287,0.000361823
0.980516572,0.218432133,0.614391744,0.002828467,0.000423738
0.809281913,0.418786713,0.894074469,0.003146207,0.000547775
0.472582469,0.709586843,1.178272358,0.004424723,0.000765928
0.047182778,0.707356505,1.016793732,0.00706867,0.001098118
0.008646076,0.363552143,0.518820762,0.009653721,0.001414476
0.042382869,0.186208235,0.265467511,0.010101863,0.001533251
0.616394485,0.176321634,0.222344032,0.009114188,0.0014814
1.008148813,0.333263659,0.322907673,0.009296096,0.001484579
0.86601748,0.642897651,0.475898746,0.01218714,0.001635809
0.533657334,1.115217719,0.644727241,0.02029591,0.001970969
0.050800419,1.160808366,0.583945924,0.03843958,0.002469674
0.006254586,0.563132179,0.295394894,0.063023615,0.002768904
