R,C1,C2,P1,P2
0.031073326,0.251390859,0.147481854,0.075989362,0.002631572
0.574341987,0.190869511,0.116339389,0.072751169,0.002261673
1.052414528,0.31531807,0.168979202,0.074337934,0.001987188
0.966167322,0.549670646,0.253531896,0.093370921,0.001886615
0.778296274,0.90347744,0.365562815,0.144693356,0.001954914
0.445711942,1.237941606,0.472372097,0.262078996,0.002191967
0.108941251,0.935801089,0.430772626,0.486540867,0.002527722
0.183699493,0.279612535,0.298241323,0.67770161,0.002713296
0.958558612,0.085026709,0.355832882,0.59747849,0.002819807
1.05267668,0.039614561,0.536571088,0.427119833,0.003188713
0.986815976,0.027656991,0.805918797,0.285371578,0.003999521
0.868108478,0.026563374,1.180037702,0.18759454,0.005513439
0.669264874,0.03044526,1.637238144,0.123914905,0.008201414
0.342334719,0.03437514,1.975324671,0.082925174,0.01282504
0.054468595,0.02514394,1.549650361,0.055250013,0.020069537
0.033889204,0.012499287,0.838731383,0.035433782,0.028642657
0.24751658,0.008272982,0.541306664,0.022149839,0.03575785
0.945776555,0.01274242,0.663206373,0.013853492,0.043402396
0.942378699,0.024323411,0.947075457,0.008877672,0.05697177
0.80596643,0.045468856,1.311936807,0.005958408,0.080930113
0.587040144,0.078671791,1.684607829,0.004299824,0.122047022
0.273163916,0.110283418,1.789397128,0.003375206,0.189919692
0.077622562,0.094869838,1.219615402,0.002714444,0.287828785
0.167610385,0.069187993,0.636231625,0.00205017,0.386806636
0.866744833,0.097833009,0.476899256,0.001541267,0.459377572
1.021128037,0.193681143,0.420274749,0.001322764,0.523587138
0.985884196,0.386760592,0.334085194,0.001416108,0.571512472
0.884896757,0.755351149,0.231821017,0.001973059,0.580797243
0.62994956,1.372386658,0.139685631,0.003504169,0.537290535
0.112210982,1.756849833,0.06357627,0.007249344,0.448592351
0.0053761,0.957716081,0.016083553,0.014076406,0.337711852
0.01169268,0.458412841,0.004406473,0.021217659,0.24219891
0.208483271,0.279528387,0.00174768,0.024585198,0.171595992
1.000404002,0.432530237,0.001655504,0.028161448,0.121302991
0.947239768,0.823733311,0.002015445,0.040787678,0.085785905
0.669011707,1.45543472,0.0024667,0.074319327,0.06071961
0.136713827,1.806212751,0.002421266,0.155603018,0.043004198
0.010416404,0.847435687,0.001245741,0.299623455,0.030412968
0.072495116,0.251921526,0.000623164,0.395542372,0.021467444
0.971151504,0.128644989,0.000629633,0.357263726,0.015143785
1.162049828,0.114835852,0.000945228,0.295159143,0.010687093
1.16335808,0.120228407,0.001444515,0.242010047,0.007548114
1.157096712,0.143432188,0.002218027,0.204261697,0.005337853
1.144043393,0.188406216,0.003411771,0.183781404,0.003782171
1.121687737,0.262239218,0.00524219,0.182278219,0.002687891
1.08665295,0.371705042,0.008018691,0.204578361,0.001918861
1.037051107,0.512895522,0.012160237,0.262042903,0.00137909
0.980006526,0.64816755,0.01820501,0.375910145,0.001000858
0.947661036,0.678198221,0.026911708,0.572397036,0.00073642
0.998440185,0.478980863,0.039852604,0.829138556,0.000552441
1.113171354,0.15952483,0.06046736,0.918182309,0.000426358
1.163340364,0.034868198,0.093675287,0.69258714,0.000343281
1.162357176,0.012937543,0.14575338,0.447798159,0.000293393
1.145625714,0.008808479,0.226335636,0.280453679,0.000271153
1.116212099,0.009068016,0.349763197,0.174783755,0.000275534
1.068532674,0.012044017,0.535920985,0.10947234,0.000311059
0.991561034,0.018506085,0.809073664,0.06953144,0.000390301
0.865705454,0.030389045,1.188497803,0.045353262,0.000538727
0.654781953,0.04939507,1.649039029,0.030900422,0.000802572
0.305422199,0.068583042,1.958918368,0.022237672,0.001255516
0.040074586,0.05363677,1.445296159,0.016204243,0.001951642
0.030400499,0.02842299,0.77162757,0.011055528,0.002737014
0.250298642,0.019841383,0.50780461,0.007183897,0.003352571
0.948926932,0.031899958,0.646018279,0.004690764,0.004023438
0.929104547,0.062203946,0.954182963,0.003248546,0.005269365
0.758939772,0.116558195,1.360688132,0.002495071,0.007521408
0.456879258,0.192839592,1.752260075,0.00220276,0.011433617
0.080857825,0.20502718,1.579864265,0.002150917,0.01774025
0.019718953,0.116349718,0.856191635,0.001919419,0.025486277
0.090292166,0.067441176,0.465714936,0.001476574,0.031489314
0.788452631,0.081977925,0.453100351,0.001085955,0.035476415
0.980747851,0.160413846,0.644112357,0.000889042,0.042299841
0.846430147,0.311037898,0.907796342,0.000886951,0.055089428
0.58213041,0.55166829,1.18613473,0.001116161,0.077148758
0.148743128,0.709584504,1.184137038,0.001679538,0.111965548
0.016656017,0.433937394,0.625234646,0.002403374,0.151165198
0.047701748,0.23310748,0.274152423,0.002707624,0.168748194
0.609052318,0.226670187,0.182881784,0.002636248,0.16043081
1.002871599,0.433118191,0.211674039,0.002950914,0.150201507
0.857550359,0.843978463,0.254292822,0.004299652,0.146088703
0.498451133,1.465514745,0.282079256,0.007892875,0.147133298
0.031455112,1.413874172,0.194759153,0.016122775,0.145841476
0.005040127,0.692493736,0.077277357,0.02835245,0.126150524
0.029314798,0.331024129,0.031333448,0.03752388,0.097499298
0.562303994,0.271806422,0.020871238,0.040052942,0.071940544
1.037273466,0.482501839,0.026872827,0.04729878,0.053040488
0.911930439,0.887214759,0.036722604,0.071077485,0.039693786
0.617496428,1.477711966,0.047949104,0.131649095,0.030279061
0.126620565,1.638794929,0.047821246,0.272964153,0.023402772
0.02646149,0.664502545,0.026379751,0.498259936,0.017681924
0.367277792,0.167575904,0.017383352,0.574295063,0.012963124
1.143477543,0.078844878,0.024040177,0.466782227,0.009497404
1.174275366,0.052943766,0.036855158,0.33881796,0.007086967
1.17241641,0.048503731,0.056824281,0.237328169,0.005439842
1.163474957,0.057025751,0.087768851,0.167220859,0.004348877
1.146235499,0.079657054,0.135469471,0.122474891,0.003677831
1.116058824,0.124004095,0.208330679,0.096811714,0.003347837
1.063904679,0.204668279,0.317758576,0.086479418,0.003332831
0.973187078,0.343092234,0.476691269,0.09141148,0.003664381
0.813774808,0.555951649,0.690740593,0.117159639,0.004445364
0.535070499,0.794319919,0.920357106,0.178153731,0.005858906
0.158589748,0.749675121,0.941839108,0.291642873,0.008058463
0.062923017,0.300599403,0.609203818,0.395572797,0.010518153
0.384389774,0.103214354,0.461928133,0.3613722,0.012341098
0.972494509,0.076723924,0.621046121,0.276690525,0.014611616
0.932945532,0.077783356,0.909504842,0.207308956,0.018937398
0.792142949,0.090008284,1.290858491,0.157933474,0.026733535
0.558277788,0.107349027,1.698176189,0.124690768,0.040284208
0.215834,0.107312208,1.808954647,0.101060468,0.062835061
0.045600849,0.062930207,1.186851254,0.077621837,0.095014986
0.09778319,0.032701511,0.648681359,0.053738998,0.127436044
0.726799612,0.03396516,0.559941057,0.035749525,0.154054323
0.987894835,0.060457088,0.702977913,0.02476474,0.190702108
0.923267982,0.11229965,0.87732552,0.018875305,0.250004469
0.820371883,0.205130043,1.032658538,0.016664465,0.343146804
0.687792778,0.357886561,1.097182573,0.017790659,0.483502473
0.538744302,0.575059845,0.971886465,0.023176139,0.678057914
0.421517123,0.82365674,0.620086458,0.035625327,0.893166916
0.38149095,1.073961354,0.232417973,0.061491021,0.989263162
0.316754907,1.299057033,0.054007254,0.115092836,0.849524736
0.173538468,1.221813328,0.011979653,0.221659538,0.631124723
0.204808886,0.804009172,0.003261027,0.391458486,0.450520518
0.771604488,0.567298519,0.00169051,0.590857581,0.318881796
1.054941286,0.353388926,0.001446389,0.775396147,0.225382406
1.147256724,0.125352428,0.001511646,0.771403836,0.159275084
1.184147525,0.039681996,0.001794174,0.571924991,0.112597566
1.192656715,0.020163106,0.002316042,0.377030273,0.079663255
1.194199392,0.016625483,0.003165801,0.24150601,0.056438734
1.193444023,0.019240699,0.004503114,0.154593741,0.040071316
1.19081734,0.02768522,0.006585238,0.100542232,0.028546098
1.185336145,0.045608704,0.009814401,0.067800778,0.020441055
1.174542388,0.08151211,0.01480812,0.048969561,0.014753266
1.153314072,0.152474396,0.022490209,0.039827466,0.01077594
1.111180987,0.29077482,0.034168817,0.038884777,0.008011429
1.026559943,0.55152345,0.051438455,0.048098365,0.0061093
0.853693924,1.00330534,0.075193429,0.076001603,0.004820426
0.495104463,1.590152044,0.100040904,0.145707333,0.003954751
0.053305659,1.382304157,0.087134844,0.300093052,0.003298364
0.032773208,0.465584139,0.04645815,0.49562498,0.002611452
0.594288948,0.134738915,0.036267795,0.506777699,0.001977299
1.150974658,0.079047606,0.053677572,0.402071429,0.001511894
1.161267163,0.062347872,0.083277782,0.295886703,0.001201544
1.151361788,0.063549489,0.129195002,0.213946779,0.001008718
1.130643081,0.079031717,0.199858144,0.157922423,0.000910531
1.094576384,0.112367677,0.307352108,0.12329944,0.000898785
1.033710634,0.172604942,0.467529713,0.105958947,0.000981585
0.930862512,0.27229209,0.696751123,0.104369979,0.001188607
0.755146324,0.416162545,0.995817072,0.120822615,0.001580522
0.456586234,0.552332837,1.284319504,0.161624988,0.00225713
0.106245628,0.45292605,1.195511973,0.224004652,0.003307521
0.048062436,0.177498474,0.716543582,0.246710227,0.004517099
0.294578604,0.076983056,0.505067962,0.200741058,0.005478156
0.937296948,0.079507501,0.653547107,0.149752167,0.0065887
0.906293757,0.109090509,0.957654403,0.116638205,0.008645471
0.735266987,0.155612905,1.351137084,0.098567233,0.012336929
0.443470799,0.204657061,1.715803118,0.091513885,0.018706093
0.095874692,0.180333263,1.555535444,0.088172644,0.02890641
0.031832882,0.088668476,0.877609637,0.074536472,0.041579928
0.159800631,0.048611069,0.518308959,0.05417896,0.052097123
0.884277102,0.061501647,0.565773431,0.03811814,0.061423092
0.955959385,0.110640517,0.78953513,0.029028497,0.077312054
0.825793169,0.199271102,1.076480176,0.025468499,0.105258153
0.603213041,0.334935726,1.360719024,0.026762767,0.152359194
0.264698302,0.452094737,1.406441412,0.0330955,0.227463267
0.061822164,0.349357429,0.875263233,0.041614507,0.325858798
0.145505352,0.220148127,0.396477231,0.044372084,0.397388219
0.851965181,0.275256152,0.264136172,0.04454887,0.412770794
0.979389017,0.497383553,0.223569144,0.05331451,0.405365295
0.849306102,0.885515948,0.185260919,0.080591738,0.383465477
0.570868246,1.413539985,0.144186406,0.148205432,0.347638761
0.140618007,1.503282617,0.087578619,0.3012182,0.297220227
0.052944554,0.631724612,0.033268877,0.53692207,0.232214899
0.620989669,0.190155397,0.018682842,0.622710044,0.171200185
1.154451594,0.085946668,0.020866264,0.522978125,0.125283481
1.17693337,0.050297704,0.02637801,0.380884693,0.092370224
1.179028555,0.041470606,0.035336404,0.263252103,0.068997425
1.175306988,0.045697471,0.049263956,0.181046932,0.052574406
1.166256435,0.061736347,0.070571245,0.127839841,0.041241161
1.14952248,0.095130802,0.102865671,0.095847252,0.033700676
1.119791126,0.158456095,0.151295162,0.079719236,0.029097386
1.066926837,0.273794949,0.222596763,0.077481601,0.026943163
0.972161086,0.472664429,0.323718798,0.091904923,0.027085464
0.801578514,0.776359278,0.45504817,0.134197222,0.02969329
0.503587695,1.094480174,0.583203068,0.231163611,0.035129257
0.149700166,0.95271634,0.559998071,0.419759518,0.042950401
0.141011755,0.341997999,0.376394134,0.611751926,0.049255946
0.839776046,0.110346392,0.383571802,0.57744402,0.053055767
1.040545681,0.05392016,0.539938256,0.432812994,0.060574489
0.990968427,0.03730438,0.765785074,0.29857748,0.075556569
0.898616965,0.035000506,1.061071336,0.201265409,0.102300596
0.758717553,0.039925517,1.404374264,0.136272529,0.148200551
0.559719746,0.049019043,1.701306842,0.094128277,0.225208301
0.326157502,0.055854537,1.719743317,0.066556501,0.349300627
0.219083189,0.052591035,1.289921299,0.047283804,0.528536102
0.522105198,0.057279311,0.856822173,0.033411928,0.739405647
0.9514028,0.095821688,0.584324124,0.024852192,0.947140542
1.050944672,0.181349569,0.285786874,0.021075299,1.064656746
1.066226364,0.353685823,0.090818063,0.02192387,0.97052964
0.985331549,0.686485418,0.028068223,0.029436245,0.752559574
0.765323004,1.262117779,0.011442904,0.050588457,0.549372017
0.278145158,1.858682107,0.005511872,0.103439984,0.393434124
0.011341522,1.12219977,0.001781242,0.21078552,0.279147901
0.02173117,0.388670081,0.000549898,0.32042226,0.19709985
0.531656224,0.156002434,0.000290163,0.322201701,0.13898227
1.142535856,0.144346324,0.00033608,0.280566522,0.097987916
1.15200468,0.158126592,0.000441169,0.246093844,0.069096323
1.143372996,0.189049452,0.000608064,0.224769791,0.048736622
1.128239827,0.239717686,0.00086561,0.219623167,0.034390618
1.105638606,0.311687139,0.001257647,0.234498925,0.024283208
1.076022996,0.399399759,0.001848019,0.276067708,0.017163171
1.045129696,0.479372867,0.002728597,0.354418851,0.012148555
1.029429219,0.500399951,0.004038259,0.477415444,0.008617751
1.053224681,0.403752568,0.006016179,0.624527594,0.006132898
1.11455217,0.217876934,0.009100095,0.698013684,0.004386051
1.163410137,0.087228526,0.013992879,0.602687124,0.003160885
1.180546845,0.041770623,0.021708984,0.433432516,0.002305184
1.182926787,0.030088021,0.033789181,0.291387442,0.001711825
1.179098209,0.030793652,0.052635,0.193290617,0.00130592
1.17010274,0.040202958,0.081943761,0.130044268,0.001035943
1.153887758,0.061350521,0.127307628,0.09108025,0.000867782
1.125660031,0.102830565,0.196936769,0.068808708,0.000781192
1.076238829,0.181018378,0.302158231,0.058881102,0.00076842
0.988180375,0.322517387,0.456257637,0.060248858,0.000835036
0.827468059,0.557221883,0.666130264,0.07630213,0.001002812
0.527842712,0.856447756,0.892428096,0.1177335,0.001311276
0.107444944,0.842406535,0.872063114,0.200355891,0.001785605
0.029141688,0.348643692,0.4995031,0.284898126,0.002252309
0.215501355,0.12365223,0.315874498,0.274963997,0.002463898
0.986971183,0.10359341,0.396766327,0.220744631,0.002616978
1.010391131,0.124036016,0.595951957,0.179516131,0.003041335
0.911663556,0.161844861,0.881380296,0.154893788,0.003908085
0.745315007,0.214524507,1.250641238,0.145202808,0.005479925
0.470327722,0.260239558,1.610855634,0.147932809,0.008196054
0.124951445,0.217375427,1.546304663,0.15313852,0.012574304
0.038640201,0.097983275,0.929280482,0.135034081,0.018203712
0.157887744,0.047204412,0.570797954,0.098820181,0.023253021
0.848343934,0.052409696,0.63299306,0.068638226,0.028149788
0.928010395,0.086612498,0.906126432,0.050342911,0.036530374
0.777930982,0.145961926,1.265560182,0.041046752,0.051443956
0.516276567,0.22721024,1.616482664,0.038349704,0.077042394
0.154658079,0.258534833,1.575248804,0.039857492,0.118386923
0.038573429,0.158601672,0.904079757,0.038868089,0.171601146
0.152771145,0.095677798,0.469467895,0.032129253,0.213673273
0.894584583,0.126768603,0.418896384,0.02561356,0.239558649
0.998632695,0.238042548,0.475610938,0.023496147,0.272434532
0.910119234,0.447141186,0.522586774,0.026855982,0.319048595
0.744548285,0.80069908,0.527975041,0.039005891,0.379082729
0.439600214,1.249157299,0.445125979,0.069108348,0.442828631
0.082596229,1.19812906,0.226845598,0.133320457,0.470820115
0.049725367,0.591900823,0.064067536,0.222485253,0.407803042
0.483827476,0.338059071,0.025628477,0.280547512,0.309171599
1.057437239,0.358544972,0.021801261,0.326080086,0.227772973
1.069732387,0.380554397,0.022688821,0.391584532,0.167514805
1.074436101,0.352683223,0.026147118,0.469796987,0.123696135
1.098231526,0.269151893,0.0325655,0.528145021,0.092156942
1.129528676,0.170426601,0.043086149,0.520287084,0.069688492
1.150168431,0.104393481,0.05960309,0.441972557,0.053914036
1.155820397,0.075341203,0.084983437,0.340036627,0.043120098
1.150099314,0.069144489,0.123525954,0.251483632,0.036121786
1.134303433,0.078587793,0.181538827,0.186826031,0.03217626
1.105910646,0.104374967,0.267890114,0.14456673,0.030948109
1.058543017,0.152975611,0.394102325,0.12099882,0.032539991
0.980621709,0.235156929,0.572577829,0.113993893,0.037610675
0.852501245,0.36028143,0.80869733,0.124764921,0.047601695
0.643415685,0.51248563,1.073797414,0.159180853,0.065024489
0.333112065,0.579823318,1.221884611,0.225110859,0.093263493
0.108320777,0.367240033,0.960166479,0.30170565,0.132658229
0.205062318,0.151206577,0.617378624,0.306408149,0.172410896
0.839307008,0.107595217,0.604738156,0.253470521,0.210175797
0.958040351,0.115466026,0.724224706,0.205091572,0.263978547
0.912730179,0.139882515,0.839656262,0.171745644,0.345606714
0.861935119,0.181223235,0.905358687,0.153176106,0.464987707
0.829644809,0.243391449,0.871643666,0.149092184,0.628983053
0.837565852,0.333066888,0.700274453,0.161572314,0.826743465
0.884818178,0.459742733,0.4147029,0.197830428,0.994431232
0.921498077,0.622245527,0.158127347,0.274684798,0.999531351
0.906939804,0.767425972,0.047699361,0.423400812,0.822913436
0.903021322,0.751004003,0.017580082,0.680868625,0.613335073
1.010651304,0.431199933,0.0091782,0.993149244,0.443042561
1.152744992,0.089689264,0.006613503,0.986787525,0.316980722
1.191380285,0.016086402,0.006019638,0.673920123,0.226147298
1.196266647,0.006259067,0.006417125,0.421394471,0.161321974
1.196804641,0.004591188,0.007643933,0.259740349,0.115263253
1.196288652,0.005056335,0.009850352,0.159865091,0.082629698
1.194974507,0.007157416,0.013419646,0.098781047,0.059565048
1.192511807,0.011809976,0.019011787,0.061655843,0.043312449
1.188040845,0.021380508,0.027677453,0.03929109,0.03191268
1.179825112,0.040897091,0.041041417,0.026079306,0.023980989
1.164393152,0.080682225,0.061558111,0.018686397,0.018546655
1.134709763,0.161401014,0.092796136,0.015299182,0.014940253
1.076179374,0.322514771,0.139501586,0.015358986,0.012716364
0.957257139,0.630770706,0.206338008,0.01992058,0.011599857
0.704414327,1.152565216,0.290047149,0.033176385,0.011431095
0.189275037,1.590280271,0.328410384,0.065614424,0.011972576
0.008048077,0.884361292,0.186522178,0.124899207,0.011940201
0.017434319,0.348394903,0.090338563,0.176536502,0.010389855
0.380959985,0.174101245,0.060271161,0.17747574,0.008287774
1.08956625,0.216043003,0.083642282,0.166513804,0.006610082
1.075968488,0.311435648,0.126841232,0.174412906,0.005543295
1.012765645,0.44705788,0.190658252,0.209829574,0.004973765
0.921639634,0.604052311,0.281172321,0.288478416,0.004837007
0.814628885,0.706389976,0.402357113,0.43582567,0.005131355
0.74895694,0.615281212,0.557011448,0.665257924,0.0059268
0.798295448,0.301133308,0.768070421,0.868182132,0.007419055
0.839163448,0.07210665,1.084862415,0.776208108,0.010064746
0.722703689,0.019206794,1.510750852,0.52709271,0.014718593
0.460962393,0.008430769,1.921405893,0.332507543,0.022772523
0.119643052,0.004164555,1.814145066,0.205591124,0.035974087
0.033976386,0.001570705,1.057532162,0.125736285,0.053627472
0.134944897,0.0007362,0.60869815,0.076501663,0.070200431
0.843805166,0.000826299,0.623419822,0.046496231,0.085419992
0.973245675,0.001445937,0.851614385,0.028293459,0.109800596
0.881217568,0.002625671,1.146151538,0.017265067,0.151848018
0.744876477,0.004674964,1.461663128,0.010588441,0.222700257
0.573210609,0.00779604,1.692813119,0.006546688,0.339564118
0.418193663,0.011558416,1.663528964,0.004092068,0.524515949
0.438729036,0.015852214,1.335541846,0.002588506,0.792344789
0.762880714,0.025487187,0.926090815,0.001668636,1.127448173
1.022683565,0.048969632,0.437251695,0.001125313,1.420858563
1.136148189,0.100298092,0.089145095,0.000832627,1.366782863
1.137908653,0.208732163,0.014300032,0.000725492,1.036791432
1.0784873,0.430907871,0.003764444,0.000803509,0.741642908
0.938235027,0.864256087,0.001592627,0.001174628,0.525152066
0.610120175,1.585913933,0.000908017,0.002189728,0.370924091
0.049312785,1.794282158,0.000457738,0.004667995,0.261720208
0.002547774,0.900162688,0.000145502,0.008945873,0.184510714
0.007353919,0.42752487,5.09E-05,0.013142756,0.130030134
0.154797787,0.246114993,2.31E-05,0.014726026,0.091625744
0.998265991,0.366144732,2.39E-05,0.015887119,0.064562564
0.986117818,0.716653566,3.23E-05,0.021650154,0.045493462
0.743417606,1.327982031,4.31E-05,0.037846271,0.032057218
0.215436324,1.899143441,4.83E-05,0.078380179,0.022589735
0.007275082,1.06897538,2.72E-05,0.158306471,0.015918015
0.015197922,0.398257212,1.30E-05,0.238864351,0.011216298
0.392348893,0.171891498,8.58E-06,0.245844674,0.007903183
1.122282131,0.183971938,1.20E-05,0.224449846,0.005568709
1.130365784,0.232801187,1.84E-05,0.217205904,0.003923841
1.108566603,0.303816283,2.82E-05,0.229585739,0.002764874
1.079029676,0.392729957,4.30E-05,0.268029192,0.001948274
1.046849655,0.478561735,6.52E-05,0.342747828,0.001372906
1.027501231,0.511821394,9.83E-05,0.463450834,0.000967511
1.046606935,0.428338196,0.000148261,0.615953055,0.000681878
1.108420873,0.239818324,0.000225965,0.709261736,0.000480632
1.163353068,0.094480822,0.000349512,0.628801551,0.000338849
1.184826923,0.042514415,0.000545073,0.455938677,0.000238966
1.190560409,0.028989712,0.000852322,0.30622715,0.000168611
1.191197122,0.02864538,0.001333673,0.202191664,0.000119063
1.189104768,0.036696778,0.002086723,0.134975574,8.42E-05
1.183845173,0.055621465,0.00326281,0.093401194,5.96E-05
1.17318487,0.093546509,0.00509395,0.069322768,4.24E-05
1.152263844,0.167033884,0.007927867,0.057965158,3.02E-05
1.111305342,0.30650263,0.012259937,0.057957767,2.17E-05
1.03094568,0.561187007,0.018707431,0.072676092,1.58E-05
0.873070757,0.985695248,0.027699306,0.114846419,1.16E-05
0.567232804,1.5221537,0.037860732,0.217869234,8.72E-06
0.13907386,1.483662494,0.038753695,0.447639877,6.62E-06
0.100168912,0.518189558,0.02525937,0.771264052,4.96E-06
0.939643828,0.115487494,0.02659515,0.796502604,3.66E-06
1.175341957,0.033565404,0.040948765,0.578186751,2.75E-06
1.180014209,0.016697801,0.063940876,0.376196775,2.13E-06
1.17341882,0.013718479,0.099797065,0.238752057,1.73E-06
1.160292245,0.015860772,0.155444097,0.151428061,1.49E-06
1.138367449,0.022730449,0.241240425,0.097314024,1.40E-06
1.102503167,0.03704621,0.3720834,0.06442975,1.44E-06
1.043483956,0.064757844,0.567783148,0.045105973,1.65E-06
0.944651616,0.116123264,0.849672581,0.034717671,2.10E-06
0.774238514,0.203940031,1.222450272,0.030779345,2.92E-06
0.47024611,0.321051597,1.594053978,0.032299803,4.36E-06
0.080457478,0.324482066,1.458808064,0.037629035,6.66E-06
0.017883092,0.168834728,0.796047586,0.038425755,9.41E-06
0.079924936,0.087940805,0.437430065,0.031801394,1.14E-05
0.756982657,0.095448012,0.427303047,0.024276977,1.27E-05
0.979373156,0.176351601,0.62866583,0.020480058,1.49E-05
0.837490113,0.327394554,0.919429679,0.020944425,1.94E-05
0.551684558,0.553135018,1.242946498,0.02665304,2.74E-05
0.108466387,0.636491172,1.241644542,0.039447347,4.02E-05
0.012929775,0.338275938,0.685190922,0.052450867,5.50E-05
0.042046947,0.159351178,0.354792224,0.052845631,6.40E-05
0.570775316,0.132248088,0.290411735,0.044832391,6.59E-05
1.011414183,0.22828061,0.419326241,0.04093697,7.03E-05
0.903501795,0.414787489,0.622364694,0.045767647,8.28E-05
0.664121402,0.703918504,0.872670818,0.063943106,0.000106999
0.230496298,0.9200189,1.006146739,0.105579704,0.000147143
0.020451397,0.529432456,0.641254174,0.167103429,0.000195983
0.042164346,0.199325693,0.336311588,0.191507372,0.000224843
0.572917086,0.11887149,0.274169635,0.165322354,0.000228615
1.039524721,0.155631368,0.397680502,0.14037948,0.00024054
0.97577889,0.228465758,0.597707021,0.131953551,0.000279848
0.841596676,0.335235103,0.872909372,0.141743537,0.00035941
0.618222262,0.454187575,1.196089938,0.174144779,0.000501311
0.280794336,0.473208878,1.382326376,0.23137628,0.000736935
0.06672367,0.249951353,1.046470275,0.276957115,0.001072135
0.115760715,0.087935738,0.658354172,0.243425584,0.00141881
0.690927365,0.058748032,0.658835875,0.178144947,0.00175537
0.910086003,0.072405166,0.945378561,0.129562295,0.002298324
0.765885598,0.100206434,1.349520221,0.099183388,0.003273946
0.49404179,0.134108905,1.76251776,0.081527873,0.004973755
0.125089589,0.130687269,1.724402417,0.070044407,0.007767255
0.026874096,0.068819687,1.011303322,0.055342633,0.011475572
0.089614499,0.035718178,0.568266439,0.038729235,0.014837319
0.738090465,0.038387992,0.550495077,0.026009376,0.01757705
0.965862486,0.06992382,0.791752332,0.018338001,0.022032596
0.840499799,0.129562904,1.135237457,0.014405085,0.030182396
0.605726412,0.223693291,1.521207477,0.013179112,0.044421015
0.22576483,0.30269656,1.661458138,0.014009329,0.068106616
0.030202056,0.211170937,1.049058849,0.01485024,0.101065411
0.052789893,0.115038335,0.518209523,0.013176059,0.130243701
0.562067389,0.107267322,0.370517673,0.010481906,0.145100669
1.007382558,0.198887886,0.449136695,0.009107723,0.160823782
0.92749227,0.386769344,0.560945882,0.009800512,0.188550811
0.743780524,0.715471013,0.662377915,0.013529156,0.232444583
0.393783571,1.135973367,0.669413691,0.023119262,0.294024118
0.045170708,1.008465636,0.391216336,0.04280772,0.352547623
0.028258039,0.514885997,0.127418974,0.066969617,0.342724167
0.293046365,0.329259928,0.049472465,0.081763703,0.276704446
0.988338168,0.480818288,0.041663853,0.099217569,0.211511304
0.930453328,0.806398081,0.043869387,0.146234792,0.161368639
0.727971689,1.23450115,0.048008118,0.25827785,0.12383639
0.434275053,1.469802957,0.04971142,0.507910602,0.095590969
0.329873696,0.966459791,0.044528002,0.970245988,0.073546287
0.952720659,0.232222519,0.049451712,1.344732356,0.056385099
1.171614362,0.016834098,0.069393929,1.011547629,0.044183584
1.175875955,0.002772228,0.101048236,0.627297888,0.036024518
1.165719413,0.001200069,0.149204538,0.382527068,0.031022381
1.148908768,0.000959188,0.221935668,0.232724317,0.028673935
1.122829985,0.001111674,0.330782516,0.141575224,0.028878048
1.082570303,0.001606001,0.491259298,0.086212396,0.032019336
1.020349374,0.002627473,0.721896695,0.052621855,0.039178508
0.923883496,0.004559985,1.038422986,0.032265385,0.052541273
0.77367861,0.007949586,1.433745215,0.019946761,0.076093383
0.540990196,0.012969929,1.817022103,0.012494556,0.11655274
0.229252371,0.016821402,1.854622661,0.00794494,0.18321148
0.077385566,0.013513091,1.213754011,0.005058021,0.27812734
0.234996208,0.010526888,0.678479126,0.00317988,0.375396339
0.935288529,0.016477018,0.57249918,0.002005805,0.460972787
1.043039288,0.032890013,0.527923099,0.001307412,0.553733341
1.059798278,0.066568102,0.431039878,0.00091104,0.642557162
1.075598399,0.135569052,0.297539315,0.000715368,0.694425786
1.069521285,0.276858358,0.174015866,0.000680217,0.674583946
1.006488457,0.56019878,0.094888568,0.000836012,0.5859195
0.827126392,1.089739764,0.054608884,0.001345301,0.469263341
0.385717871,1.817794976,0.032784077,0.002671256,0.358291039
0.010224558,1.392957906,0.01252052,0.005616338,0.263671741
0.003203286,0.669395583,0.003850731,0.009761821,0.18851181
0.024999018,0.327264342,0.001374652,0.012798829,0.133463111
0.536423646,0.27420954,0.000835341,0.013652185,0.094228912
1.035628298,0.510531507,0.001028198,0.016321932,0.066516652
0.890623779,0.98585785,0.001365633,0.025306825,0.046980794
0.519761745,1.696184023,0.001715946,0.04881979,0.033206891
0.030183357,1.584110321,0.001375825,0.103600112,0.023476289
0.005759079,0.681330214,0.000654436,0.185868126,0.016574251
0.061291357,0.245183979,0.000327989,0.232080411,0.011689276
0.917709949,0.175473859,0.000322914,0.218026907,0.008241307
1.131264829,0.221330132,0.000486816,0.207314439,0.005811527
1.111780238,0.294406738,0.000743636,0.215878355,0.00409985
1.080169891,0.39103046,0.001132484,0.250235646,0.002894181
1.042517801,0.494028184,0.001713876,0.321641531,0.002045051
1.013240892,0.553948579,0.002574757,0.444464142,0.001447125
1.022586748,0.491273642,0.003859192,0.616640487,0.001026195
1.088154926,0.284941321,0.005844715,0.755439288,0.000730038
1.156624646,0.102137555,0.009010183,0.698617168,0.000521959
1.182592449,0.03855989,0.014036542,0.506547195,0.00037614
1.187562491,0.02308315,0.021932979,0.335303504,0.000274379
1.186007647,0.021129753,0.0342861,0.217163131,0.000203883
